YÝL,BOLGE_KODU,BOLGE_ADÝ,TOPLAM_URT,TOPLAM_TK,HÝDROLÝK_URT,RESMÝ_DAÝRE_TK,SANAYÝ_ÝSLETME_TK,TERMAL_URT,TÝCARETHANE_TK,MESKEN_TK,TARIMSAL_SULAMA_TK,SANTÝYE_TK,SOKAK_AYDÝNLATMA_TK,DIGER_TK,KÝSÝBASÝ_TOPLAM_TK,KÝSÝBASÝ_SANAYÝ_TK,KÝSÝBASÝ_MESKEN_TK,LAT,LON
1997,TRC34,Siirt,1.6,139352,1.6,6711,75308,,3257,22683,163,80,20175,10975,,,,37.93262,41.94025
1998,TRC34,Siirt,1.6,172193,1.6,9882,81420,,6425,34032,2743,76,34828,2787,,,,37.93262,41.94025
1999,TRC34,Siirt,1.6,211351,1.6,9222,90476,,4256,42810,1704,120,35009,27754,,,,37.93262,41.94025
2000,TRC34,Siirt,1.6,224611,1.6,16509,99312,,5340,45942,2411,1080,28760,25257,,,,37.93262,41.94025
2001,TRC34,Siirt,1.6,212041,1.6,14911,112477,,4864,34681,2630,196,21753,20529,,,,37.93262,41.94025
2002,TRC34,Siirt,1.6,213876,1.6,23815,103515,,5500,33310,4920,,36713,6103,,,,37.93262,41.94025
2003,TRC34,Siirt,1.6,230282,1.6,26171,105241,,7411,42035,3148,,39899,6377,,,,37.93262,41.94025
2004,TRC34,Siirt,1.6,251650,1.6,20227,123854,,8065,48300,2633,,40920,7651,,,,37.93262,41.94025
2005,TRC34,Siirt,1.6,268690,1.6,25298,134115,,10611,48735,1207,,35169,13554,,,,37.93262,41.94025
2006,TRC34,Siirt,,280445,,28978,134315,,12794,53501,825,,40339,9692,,,,37.93262,41.94025
2007,TRC34,Siirt,,307734,,25343,152188,,14548,63694,681,,41780,9500,1056,522,218,37.93262,41.94025
2008,TRC34,Siirt,,300173,,29869,152194,,21105,65829,1453,,20819,8904,1001,508,220,37.93262,41.94025
2009,TRC34,Siirt,,311127,,39611,157928,,18617,68575,600,,14883,10914,1025,520,226,37.93262,41.94025
2010,TRC34,Siirt,,303620,,32278,156993,,21796,71834,608,,10366,9745,1010,522,239,37.93262,41.94025
2011,TRC34,Siirt,,322433,,39516,160695,,31735,76042,1170,,7136,6139,1039,518,245,37.93262,41.94025
2012,TRC34,Siirt,,363276,,42827,177149,,30028,98184,104,,9835,5150,1169,570,316,37.93262,41.94025
2013,TRC34,Siirt,,334306,,39427,147661,,46026,86506,208,,6987,7493,1064,470,275,37.93262,41.94025
2014,TRC34,Siirt,,383650,,50697,147431,,49392,100682,323,,8969,26156,1205,463,316,37.93262,41.94025
2015,TRC34,Siirt,,373800,,44442,156637,,53513,98922,1763,,13176,5348,1167,489,309,37.93262,41.94025
1995,TR1,istanbul,2048.4,13126020,,636693,6761157,2048.4,1406898,3367761,750,105433,184806,662522,,,,41.01384,28.94966
1996,TR1,istanbul,2048.4,14607461,,311008,7441827,2048.4,1967501,4085080,2080,116665,337079,346221,,,,41.01384,28.94966
1997,TR1,istanbul,2048.4,16058674,,764170,8045815,2048.4,1729034,4177370,261821,115057,377783,587624,,,,41.01384,28.94966
1998,TR1,istanbul,2071.7,16509300,,669583,7690675,2071.7,2440078,5038970,576,140658,405770,122990,,,,41.01384,28.94966
1999,TR1,istanbul,2265.6,17359274,,763633,7358514,2265.6,2569704,5528525,1225,113706,490414,533553,,,,41.01384,28.94966
2000,TR1,istanbul,2276.6,17703495,,871282,7168942,2276.6,2887618,5680927,4036,74461,809253,206976,,,,41.01384,28.94966
2001,TR1,istanbul,2289.3,17304305,,819243,7021033,2289.3,2885143,5583481,4789,59183,869279,62154,,,,41.01384,28.94966
2002,TR1,istanbul,2228,18539634,,758816,6517476,2228,3895674,5812227,477,,877032,677932,,,,41.01384,28.94966
2003,TR1,istanbul,2236.2,20432218,,651849,6669810,2236.2,5063542,6269462,1025,,729382,1047148,,,,41.01384,28.94966
2004,TR1,istanbul,2258.1,20647640,,510813,5367015,2258.1,6432831,7104662,3934,,466555,761830,,,,41.01384,28.94966
2005,TR1,istanbul,2278.8,23234212,,507485,6658076,2278.8,7037218,7941148,4147,,371326,714812,,,,41.01384,28.94966
2006,TR1,istanbul,,25751131,,675476,7723908,,7459811,8715819,3705,,355139,817272,,,,41.01384,28.94966
2007,TR1,istanbul,,28501616,,790707,8727351,,8563043,9342519,3408,,275032,799556,2267,694,743,41.01384,28.94966
2008,TR1,istanbul,,30008801,,964322,8695300,,8535989,10291456,2681,,463238,1055815,2363,685,811,41.01384,28.94966
2009,TR1,istanbul,,29147130,,1031789,7242045,,9612409,9549457,2274,,525295,1183860,2257,561,739,41.01384,28.94966
2010,TR1,istanbul,,30525034,,979954,7697593,,9657472,10114227,2800,,528241,1544748,2303,581,763,41.01384,28.94966
2011,TR1,istanbul,,32672285,,1099594,8959246,,10243588,10297706,3533,,486419,1582200,2398,658,756,41.01384,28.94966
2012,TR1,istanbul,,33084858,,1107776,9560861,,10190384,10519250,1976,,491347,1213264,2388,690,759,41.01384,28.94966
2013,TR1,istanbul,,33925455,,1222835,8609005,,11940390,10664583,2275,,499199,987169,2396,608,753,41.01384,28.94966
2014,TR1,istanbul,,34964209,,1013800,8775365,,12931289,10517812,1953,,466476,1257515,2432,610,732,41.01384,28.94966
2015,TR1,istanbul,,35765549,,983933,9086926,,13485214,10534601,3462,,433219,1238194,2440,620,719,41.01384,28.94966
1995,TR211,Tekirdað,72,1505076,,47993,1175555,72,32908,138925,363,46658,30347,32327,,,,40.97801,27.50852
1996,TR211,Tekirdað,110,1768006,,19810,1435519,110,41919,182788,464,57166,30169,171,,,,40.97801,27.50852
1997,TR211,Tekirdað,125.4,1858822,,19403,1399368,125.4,49122,212021,412,97359,39431,41706,,,,40.97801,27.50852
1998,TR211,Tekirdað,453.6,2127040,,16276,1586290,453.6,58106,248186,326,179006,35762,3088,,,,40.97801,27.50852
1999,TR211,Tekirdað,1133.3,2262084,,17575,1768383,1133.3,69401,274293,454,88050,40373,3555,,,,40.97801,27.50852
2000,TR211,Tekirdað,1134.7,2348959,,94085,1708729,1134.7,70434,280243,980,146873,42872,4743,,,,40.97801,27.50852
2001,TR211,Tekirdað,1145.1,2186746,,21620,1616929,1145.1,76684,295769,4490,15554,31251,124449,,,,40.97801,27.50852
2002,TR211,Tekirdað,1240.7,2318584,,48014,1763562,1240.7,66742,271754,8774,,68635,91103,,,,40.97801,27.50852
2003,TR211,Tekirdað,1242.1,2960247,,24334,2263670,1242.1,88707,306575,2126,,67771,207064,,,,40.97801,27.50852
2004,TR211,Tekirdað,1261.1,3450306,,32662,2753067,1261.1,113229,350116,2026,,28943,170263,,,,40.97801,27.50852
2005,TR211,Tekirdað,1360.7,3894215,,47868,3070481,1360.7,198304,368149,3364,,28913,177137,,,,40.97801,27.50852
2006,TR211,Tekirdað,,4589566,,37902,3735281,,171560,413306,4259,,43582,183675,,,,40.97801,27.50852
2007,TR211,Tekirdað,,4840913,,43630,3849114,,201737,451256,4915,,24689,265574,6646,5284,620,40.97801,27.50852
2008,TR211,Tekirdað,,4829830,,43001,3793843,,192009,481716,5855,,37501,275906,6266,4922,625,40.97801,27.50852
2009,TR211,Tekirdað,,4689242,,45905,3670991,,194960,494567,6382,,38375,238062,5986,4687,631,40.97801,27.50852
2010,TR211,Tekirdað,,5326923,,51089,4210017,,254877,515393,6429,,49610,239509,6674,5275,646,40.97801,27.50852
2011,TR211,Tekirdað,,5597514,,136889,4361915,,329534,543966,7627,,42086,175497,6745,5256,655,40.97801,27.50852
2012,TR211,Tekirdað,,5838473,,88578,4577105,,338774,543715,9034,,43302,237965,6850,5370,638,40.97801,27.50852
2013,TR211,Tekirdað,,5621268,,75077,4352908,,564858,537992,9359,,44083,36991,6428,4978,615,40.97801,27.50852
2014,TR211,Tekirdað,,6366016,,32431,5406122,,217597,519014,8240,,46555,136057,7021,5962,572,40.97801,27.50852
2015,TR211,Tekirdað,,7266586,,46920,6031185,,439735,561132,10085,,44943,132586,7748,6430,598,40.97801,27.50852
1995,TR212,Edirne,,516168,,105832,224199,,27405,91247,38900,4774,20672,3139,,,,41.67719,26.55597
1996,TR212,Edirne,,560879,,65296,293280,,29699,93648,40347,7087,26691,4831,,,,41.67719,26.55597
1997,TR212,Edirne,,600964,,51889,316024,,33993,112320,42059,10179,34500,,,,,41.67719,26.55597
1998,TR212,Edirne,,604099,,38750,321272,,38985,123043,36434,13969,26750,4896,,,,41.67719,26.55597
1999,TR212,Edirne,,604428,,48768,295680,,35359,143521,44151,9706,27243,,,,,41.67719,26.55597
2000,TR212,Edirne,,583754,,53644,259302,,46559,141644,47221,10132,25252,,,,,41.67719,26.55597
2001,TR212,Edirne,,520394,,57570,199113,,49248,132546,56575,2128,21767,1447,,,,41.67719,26.55597
2002,TR212,Edirne,,615864,,56815,264970,,46256,135056,64611,,32610,15546,,,,41.67719,26.55597
2003,TR212,Edirne,,646320,,59023,258442,,49888,155223,67087,,31241,25416,,,,41.67719,26.55597
2004,TR212,Edirne,,662472,,41929,275992,,62081,160665,68706,,26549,26550,,,,41.67719,26.55597
2005,TR212,Edirne,,752666,,37550,300244,,78321,178982,82503,,27609,47457,,,,41.67719,26.55597
2006,TR212,Edirne,,822254,,37835,314721,,71238,202113,81790,,29930,84627,,,,41.67719,26.55597
2007,TR212,Edirne,,863684,,44338,339584,,91866,203806,101204,,27332,55555,2178,857,514,41.67719,26.55597
2008,TR212,Edirne,,862269,,36062,293459,,107451,225131,89649,,24434,86082,2185,744,570,41.67719,26.55597
2009,TR212,Edirne,,895186,,34254,327490,,113123,229662,98719,,28905,63032,2264,828,581,41.67719,26.55597
2010,TR212,Edirne,,1001818,,36270,348539,,203164,244865,90789,,30805,47385,2566,893,627,41.67719,26.55597
2011,TR212,Edirne,,1036775,,69346,381861,,140082,262059,102261,,34327,46839,2596,956,656,41.67719,26.55597
2012,TR212,Edirne,,1081594,,68817,394937,,160477,267027,104133,,30297,55905,2706,988,668,41.67719,26.55597
2013,TR212,Edirne,,1068921,,38714,399008,,215945,261811,87458,,32902,33083,2682,1001,657,41.67719,26.55597
2014,TR212,Edirne,,1056059,,38168,469225,,135727,269948,82178,,30452,30361,2638,1172,674,41.67719,26.55597
2015,TR212,Edirne,,1080016,,32258,504747,,185592,252784,42168,,28458,34009,2683,1254,628,41.67719,26.55597
1995,TR213,Kirklareli,1205.4,625650,,25727,477692,1205.4,14380,75896,1884,653,14541,14877,,,,41.73508,27.22521
1996,TR213,Kirklareli,1205.4,695141,,26041,551346,1205.4,15966,80713,2193,675,15331,2876,,,,41.73508,27.22521
1997,TR213,Kirklareli,1238.2,806123,,16727,631499,1238.2,23491,87214,1944,9353,16992,18903,,,,41.73508,27.22521
1998,TR213,Kirklareli,1252.7,990529,,27296,812466,1252.7,26131,105796,1660,1159,15700,321,,,,41.73508,27.22521
1999,TR213,Kirklareli,1295.8,936469,,30053,738184,1295.8,29036,120299,1227,1557,15594,519,,,,41.73508,27.22521
2000,TR213,Kirklareli,1308.8,931827,,33381,726027,1308.8,31454,123554,1814,1500,13900,197,,,,41.73508,27.22521
2001,TR213,Kirklareli,1313.6,1390269,,25249,1179560,1313.6,34134,122056,1768,1140,14216,12146,,,,41.73508,27.22521
2002,TR213,Kirklareli,1313.6,1358939,,21405,1106610,1313.6,32006,124793,1550,,40284,32291,,,,41.73508,27.22521
2003,TR213,Kirklareli,1233.6,1426225,,18019,1164167,1233.6,40239,133605,1659,,25912,42624,,,,41.73508,27.22521
2004,TR213,Kirklareli,1234.8,1465591,,22381,1180860,1234.8,46633,150485,1201,,18226,45805,,,,41.73508,27.22521
2005,TR213,Kirklareli,1297.2,1327140,,26423,1006755,1297.2,57626,150454,1005,,18745,66131,,,,41.73508,27.22521
2006,TR213,Kirklareli,,1510416,,26967,1149781,,73417,170556,1765,,17388,70541,,,,41.73508,27.22521
2007,TR213,Kirklareli,,1770844,,105125,1352824,,76124,186070,2660,,16940,31100,5314,4059,558,41.73508,27.22521
2008,TR213,Kirklareli,,1680453,,26006,1244947,,84047,203347,2447,,15481,104179,4987,3695,604,41.73508,27.22521
2009,TR213,Kirklareli,,1604707,,26364,1188122,,78268,199475,2923,,22945,86610,4816,3566,599,41.73508,27.22521
2010,TR213,Kirklareli,,1574076,,27437,1151338,,89291,210566,3172,,23097,69176,4730,3460,633,41.73508,27.22521
2011,TR213,Kirklareli,,1696744,,48407,1237452,,93022,222255,4880,,24107,66620,4988,3637,653,41.73508,27.22521
2012,TR213,Kirklareli,,1871880,,39680,1363270,,116924,218926,5543,,25915,101622,5486,3995,642,41.73508,27.22521
2013,TR213,Kirklareli,,2003478,,20630,1495436,,153348,219730,5640,,25323,83370,5883,4391,645,41.73508,27.22521
2014,TR213,Kirklareli,,2065081,,39361,1611197,,86171,231395,4736,,25810,66412,6008,4687,673,41.73508,27.22521
2015,TR213,Kirklareli,,2300651,,57042,1766356,,90753,221889,25067,,24735,114808,6631,5091,639,41.73508,27.22521
1995,TR221,Balikesir,45.1,1102398,,17272,572366,45.1,58499,245726,12794,45318,65380,85043,,,,39.64917,27.88611
1996,TR221,Balikesir,45.1,1115227,,34407,643872,45.1,72299,248036,20350,24123,71994,146,,,,39.64917,27.88611
1997,TR221,Balikesir,45.1,1193546,,42342,508539,45.1,113926,345076,28867,29567,76903,48326,,,,39.64917,27.88611
1998,TR221,Balikesir,53.3,1354248,,28572,570526,53.3,136527,360759,12541,29157,106824,109342,,,,39.64917,27.88611
1999,TR221,Balikesir,45.1,1391540,,47016,654266,45.1,131362,386310,21024,39360,111503,699,,,,39.64917,27.88611
2000,TR221,Balikesir,45.1,1456043,,51918,666133,45.1,146890,414454,24031,28684,102267,21666,,,,39.64917,27.88611
2001,TR221,Balikesir,46.2,1466402,,63985,479404,46.2,173654,375803,23132,36154,117031,197239,,,,39.64917,27.88611
2002,TR221,Balikesir,46.1,1411418,,78300,420030,46.1,173495,398528,11866,,107408,221791,,,,39.64917,27.88611
2003,TR221,Balikesir,46.1,1439067,,80657,439749,46.1,157744,421668,7180,,104337,227732,,,,39.64917,27.88611
2004,TR221,Balikesir,44,1436298,,73213,430452,44,179352,483120,14109,,33482,222570,,,,39.64917,27.88611
2005,TR221,Balikesir,51.6,1699325,,75047,566086,51.6,211368,540628,32615,,36435,237147,,,,39.64917,27.88611
2006,TR221,Balikesir,,1846260,,71643,607482,,278862,544443,33040,,80861,229930,,,,39.64917,27.88611
2007,TR221,Balikesir,,2045503,,86107,718510,,275964,570762,38294,,92401,263465,1829,642,510,39.64917,27.88611
2008,TR221,Balikesir,,2120485,,88943,723133,,297784,643707,34165,,55035,277717,1876,640,570,39.64917,27.88611
2009,TR221,Balikesir,,2156166,,88509,758114,,284233,625466,30930,,101057,267858,1891,665,549,39.64917,27.88611
2010,TR221,Balikesir,,2469181,,90570,959156,,355653,670768,29905,,85693,277436,2143,832,582,39.64917,27.88611
2011,TR221,Balikesir,,2509114,,86665,966165,,335018,724456,38434,,86985,271392,2174,837,628,39.64917,27.88611
2012,TR221,Balikesir,,2669963,,296026,1112128,,348543,737986,34114,,75507,65659,2300,958,636,39.64917,27.88611
2013,TR221,Balikesir,,2578349,,43330,977705,,680544,733976,31047,,84158,27589,2217,841,631,39.64917,27.88611
2014,TR221,Balikesir,,2686242,,54130,872909,,820486,749449,26267,,91913,71088,2259,734,630,39.64917,27.88611
2015,TR221,Balikesir,,2870632,,63190,1168791,,456081,773545,42774,,92183,274068,2419,985,652,39.64917,27.88611
1995,TR222,Çanakkale,3.1,678166,,26928,485538,3.1,24519,95681,2385,4474,23511,15130,,,,40.14556,26.40639
1996,TR222,Çanakkale,3.1,722821,,31623,523974,3.1,26794,101118,4029,6700,24145,4438,,,,40.14556,26.40639
1997,TR222,Çanakkale,3.1,735915,,32681,495111,3.1,40823,124072,4454,9031,24392,5351,,,,40.14556,26.40639
1998,TR222,Çanakkale,17.8,771513,,21553,534955,17.8,48489,127880,3835,9229,24428,1144,,,,40.14556,26.40639
1999,TR222,Çanakkale,17.5,780233,,23845,499295,17.5,51857,151397,10218,11035,30615,1971,,,,40.14556,26.40639
2000,TR222,Çanakkale,27.7,849682,,54156,504278,27.7,52325,162635,12223,12617,34260,17188,,,,40.14556,26.40639
2001,TR222,Çanakkale,27.7,818979,,42157,472998,27.7,58543,174830,15658,13134,34908,6751,,,,40.14556,26.40639
2002,TR222,Çanakkale,78.4,855366,,29146,503658,78.4,57838,149124,19813,,32437,63350,,,,40.14556,26.40639
2003,TR222,Çanakkale,97.8,1124497,,31288,753679,97.8,61741,162913,14970,,42502,57404,,,,40.14556,26.40639
2004,TR222,Çanakkale,95.9,1886046,,31866,1504042,95.9,68785,174736,15485,,31151,59981,,,,40.14556,26.40639
2005,TR222,Çanakkale,551.8,2055597,,37551,1556724,551.8,136450,194568,21244,,39209,69852,,,,40.14556,26.40639
2006,TR222,Çanakkale,,2262175,,36747,1783003,,92401,209184,24213,,50075,66552,,,,40.14556,26.40639
2007,TR222,Çanakkale,,2616501,,73554,2072986,,121688,247692,26439,,34346,39795,5495,4354,520,40.14556,26.40639
2008,TR222,Çanakkale,,2458622,,43835,1871412,,131464,265171,25312,,36648,84780,5178,3942,558,40.14556,26.40639
2009,TR222,Çanakkale,,3009411,,48881,2421447,,122112,267759,25114,,41399,82700,6299,5069,560,40.14556,26.40639
2010,TR222,Çanakkale,,3403981,,50751,2775659,,151378,281219,29916,,32823,82234,6941,5660,573,40.14556,26.40639
2011,TR222,Çanakkale,,3707273,,49237,3033950,,162566,294930,33322,,35686,97583,7621,6237,606,40.14556,26.40639
2012,TR222,Çanakkale,,4228237,,133626,3558521,,145618,307356,33196,,37098,12822,8565,7208,623,40.14556,26.40639
2013,TR222,Çanakkale,,4148300,,35356,3448132,,289746,296887,32366,,39271,6543,8258,6864,591,40.14556,26.40639
2014,TR222,Çanakkale,,3928924,,35866,3168910,,346825,302079,24576,,41132,9537,7677,6192,590,40.14556,26.40639
2015,TR222,Çanakkale,,3877874,,19346,3102882,,239085,309314,34517,,40421,132308,7554,6044,603,40.14556,26.40639
1995,TR31,izmir,376,7807747,,362436,5569941,376,325031,950603,67630,25465,198666,307975,,,,38.41273,27.13838
1996,TR31,izmir,376,7656954,,506163,5171692,376,389816,1143463,74012,36965,198024,136819,,,,38.41273,27.13838
1997,TR31,izmir,395,8258203,,290908,5852777,395,422923,1219303,84588,49741,215967,121996,,,,38.41273,27.13838
1998,TR31,izmir,463.7,8270083,,481055,5365085,463.7,450518,1393319,89483,64762,214067,211794,,,,38.41273,27.13838
1999,TR31,izmir,454.5,8563816,,554812,5177513,454.5,483588,1616256,122437,81308,222036,305866,,,,38.41273,27.13838
2000,TR31,izmir,457.9,9076114,,594204,5364607,457.9,731374,1621871,143358,101045,240382,279273,,,,38.41273,27.13838
2001,TR31,izmir,490.7,9024796,,501668,5319678,490.7,562324,1671658,278284,419646,236694,34844,,,,38.41273,27.13838
2002,TR31,izmir,554.4,9960821,,232350,6176517,554.4,714861,1660806,247337,,253950,675000,,,,38.41273,27.13838
2003,TR31,izmir,2224.1,10620177,,240413,6530714,2224.1,847216,1854298,271765,,261920,613851,,,,38.41273,27.13838
2004,TR31,izmir,2307.4,11369861,,282961,6895334,2307.4,947887,2029496,287989,,265518,660676,,,,38.41273,27.13838
2005,TR31,izmir,2583.8,11801456,,299769,6794828,2583.8,1189280,2353783,281763,,260670,621361,,,,38.41273,27.13838
2006,TR31,izmir,,13532583,,394146,8016369,,1272135,2774927,294392,,133741,646873,,,,38.41273,27.13838
2007,TR31,izmir,,15478086,,369801,9464261,,1527303,2960175,312578,,347727,496242,4139,2531,792,38.41273,27.13838
2008,TR31,izmir,,15728899,,422779,9260539,,1564454,3164482,334790,,373218,608636,4144,2440,834,38.41273,27.13838
2009,TR31,izmir,,13419636,,428669,7165676,,1563637,3128514,261712,,110601,760828,3469,1852,809,38.41273,27.13838
2010,TR31,izmir,,14902574,,451265,8255881,,1720131,3215344,263192,,143494,853266,3774,2091,814,38.41273,27.13838
2011,TR31,izmir,,16442561,,511386,9252994,,1951450,3618723,296630,,165172,646205,4147,2334,913,38.41273,27.13838
2012,TR31,izmir,,16992650,,572881,9346091,,2193177,3708305,335744,,182017,654435,4242,2333,926,38.41273,27.13838
2013,TR31,izmir,,16914369,,575069,9534094,,2147295,3560483,326108,,179225,592094,4165,2348,877,38.41273,27.13838
2014,TR31,izmir,,17893941,,569320,10482364,,2041169,3562462,328676,,181080,728869,4351,2549,866,38.41273,27.13838
2015,TR31,izmir,,17882459,,358375,10087001,,2721282,3847495,336058,,225177,307072,4290,2420,923,38.41273,27.13838
1995,TR322,Denizli,15,757217,,43749,438926,15,45898,159844,12967,8451,15693,31689,,,,37.77417,29.0875
1996,TR322,Denizli,82,925668,62,50540,554812,20,67247,190073,13167,25749,17158,6922,,,,37.77417,29.0875
1997,TR322,Denizli,85.2,1086692,65.7,43194,636884,19.5,91027,218151,14377,21099,29266,32694,,,,37.77417,29.0875
1998,TR322,Denizli,98.8,1226289,65.7,34960,638144,33.1,96321,247319,25907,27464,23298,132876,,,,37.77417,29.0875
1999,TR322,Denizli,109.9,1293186,66,70407,764839,43.9,95938,267916,28382,28058,29008,8638,,,,37.77417,29.0875
2000,TR322,Denizli,112.9,1457827,66,82519,907478,46.9,103096,277640,28369,28220,27234,3271,,,,37.77417,29.0875
2001,TR322,Denizli,168,1487328,68.5,94281,929474,99.5,101938,277448,30758,25719,24937,2773,,,,37.77417,29.0875
2002,TR322,Denizli,180.3,1664919,68.5,69901,1125776,111.8,105801,270823,34207,,24812,33599,,,,37.77417,29.0875
2003,TR322,Denizli,177.5,1779464,68.2,65687,1201461,109.3,122536,288532,33689,,23196,44363,,,,37.77417,29.0875
2004,TR322,Denizli,181.2,1974680,72.3,70138,1338359,108.9,135963,318533,41151,,26655,43881,,,,37.77417,29.0875
2005,TR322,Denizli,189.5,2103262,72.3,59083,1364404,117.1,183653,351538,50425,,27755,66402,,,,37.77417,29.0875
2006,TR322,Denizli,,2138674,,77443,1307001,,254688,385315,42296,,27141,44790,,,,37.77417,29.0875
2007,TR322,Denizli,,2473853,,67539,1595075,,209052,436783,55025,,31629,78751,2727,1758,481,37.77417,29.0875
2008,TR322,Denizli,,2353864,,59769,1389090,,248205,445259,51343,,31742,128456,2565,1513,485,37.77417,29.0875
2009,TR322,Denizli,,2120619,,46376,1173365,,230313,469864,41890,,24102,134709,2289,1267,507,37.77417,29.0875
2010,TR322,Denizli,,2486518,,54296,1503517,,285571,491826,43273,,46041,61994,2668,1614,528,37.77417,29.0875
2011,TR322,Denizli,,2627401,,56415,1546188,,323339,524328,50975,,41161,84995,2788,1641,556,37.77417,29.0875
2012,TR322,Denizli,,2870577,,35356,1689899,,372442,551208,56569,,50360,114742,3020,1778,580,37.77417,29.0875
2013,TR322,Denizli,,3030937,,82312,1669225,,534757,558978,58165,,60341,67159,3146,1733,580,37.77417,29.0875
2014,TR322,Denizli,,3120299,,80590,1711875,,563874,571280,56050,,65753,70877,3188,1749,584,37.77417,29.0875
2015,TR322,Denizli,,3317687,,76921,1665194,,745890,613609,51503,,69988,94583,3340,1676,618,37.77417,29.0875
1995,TR323,Muðla,1706.2,725949,,164134,95830,1706.2,184798,175949,13003,37728,24605,29902,,,,37.21807,28.3665
1996,TR323,Muðla,1706.2,821667,,33356,245629,1706.2,215257,198507,13515,51558,30131,33714,,,,37.21807,28.3665
1997,TR323,Muðla,1706.2,937815,,210967,105025,1706.2,241463,245127,13761,75079,37429,8964,,,,37.21807,28.3665
1998,TR323,Muðla,1706.2,1037224,,39974,288634,1706.2,281710,238808,15516,106346,53787,12449,,,,37.21807,28.3665
1999,TR323,Muðla,1706,1104958,,60704,319818,1706.2,271462,282631,16825,95373,57928,217,,,,37.21807,28.3665
2000,TR323,Muðla,1706.2,1251050,,79238,368357,1706.2,298683,311232,20536,107625,46751,18628,,,,37.21807,28.3665
2001,TR323,Muðla,1732,1213173,,204722,216549,1732.4,316266,317937,25598,11545,30306,90250,,,,37.21807,28.3665
2002,TR323,Muðla,1796,1395154,89.8,99667,456538,1706.2,304736,312503,28475,,52107,141128,,,,37.21807,28.3665
2003,TR323,Muðla,1796,1532854,89.8,93195,468736,1706.2,321004,309429,22721,,47254,270515,,,,37.21807,28.3665
2004,TR323,Muðla,1796.4,1760987,90.2,99921,405100,1706.2,395889,509015,27992,,47306,275764,,,,37.21807,28.3665
2005,TR323,Muðla,1803.9,1708157,97.7,90388,209342,1706.2,455329,577436,22402,,43071,310189,,,,37.21807,28.3665
2006,TR323,Muðla,,1809072,,98016,193977,,479266,624218,19561,,48687,345347,,,,37.21807,28.3665
2007,TR323,Muðla,,1893318,,101650,186941,,591976,557191,28760,,60068,366731,2471,244,727,37.21807,28.3665
2008,TR323,Muðla,,1925934,,100473,171816,,630146,591171,26317,,39967,366043,2434,217,747,37.21807,28.3665
2009,TR323,Muðla,,1914762,,76887,167669,,628360,629977,24630,,38813,348427,2386,209,785,37.21807,28.3665
2010,TR323,Muðla,,2008087,,91658,189530,,776793,648685,25213,,63232,212975,2456,232,793,37.21807,28.3665
2011,TR323,Muðla,,2208244,,104025,238118,,868709,724367,28770,,52754,191500,2634,284,864,37.21807,28.3665
2012,TR323,Muðla,,2404899,,67467,265488,,995832,779703,29427,,56927,210056,2825,312,916,37.21807,28.3665
2013,TR323,Muðla,,2445778,,63260,323373,,912246,763750,30876,,64593,287679,2822,373,881,37.21807,28.3665
2014,TR323,Muðla,,2596570,,68252,248641,,1188963,786219,31920,,73500,199075,2903,278,879,37.21807,28.3665
2015,TR323,Muðla,,2800879,,67546,276255,,1260575,802091,33335,,73810,287267,3082,304,883,37.21807,28.3665
1995,TR331,Manisa,1103,970561,69,48100,447123,1034,52097,234328,64376,10866,35007,78664,,,,38.61202,27.42647
1996,TR331,Manisa,1103,1093922,69,24007,618861,1034,65995,247914,70979,13114,51929,1123,,,,38.61202,27.42647
1997,TR331,Manisa,1103,1204613,69,20768,601205,1034,90683,296632,67880,15697,51481,60267,,,,38.61202,27.42647
1998,TR331,Manisa,1113,1300501,69,32048,700383,1044,100397,316731,69799,19560,60028,1555,,,,38.61202,27.42647
1999,TR331,Manisa,1113,1356520,69,34051,681027,1044,120678,356655,72983,17373,71834,1919,,,,38.61202,27.42647
2000,TR331,Manisa,1113,1383391,69,32517,675417,1044,135431,363262,81786,24715,69033,1230,,,,38.61202,27.42647
2001,TR331,Manisa,1167.3,1403781,69,86696,611843,1098.3,127714,369456,119890,22023,64754,1405,,,,38.61202,27.42647
2002,TR331,Manisa,1167.3,1478424,69,39718,707281,1098.3,128309,335841,108508,,58092,100675,,,,38.61202,27.42647
2003,TR331,Manisa,1167.3,1644039,69,155690,756303,1098.3,137171,383583,100912,,64376,46004,,,,38.61202,27.42647
2004,TR331,Manisa,1167.3,1805105,69,125906,850102,1098.3,162965,382836,113612,,61395,108289,,,,38.61202,27.42647
2005,TR331,Manisa,1203.3,1961678,69,85542,891373,1134.3,211890,455951,121121,,51393,144407,,,,38.61202,27.42647
2006,TR331,Manisa,,2262676,,85424,1041945,,233434,550997,139628,,35809,175440,,,,38.61202,27.42647
2007,TR331,Manisa,,2556077,,60828,1190112,,252630,610837,192400,,66046,183224,1937,902,463,38.61202,27.42647
2008,TR331,Manisa,,2674586,,84227,1220467,,231771,633316,246457,,71077,187272,2031,927,481,38.61202,27.42647
2009,TR331,Manisa,,2395886,,77477,949020,,249015,647383,199269,,53084,220639,1799,713,486,38.61202,27.42647
2010,TR331,Manisa,,2911462,,76657,1435558,,271719,676525,173603,,54493,222907,2111,1041,490,38.61202,27.42647
2011,TR331,Manisa,,3187684,,84547,1573298,,308524,745567,191818,,56235,227695,2379,1174,556,38.61202,27.42647
