Brand,Ownership Type,Longitude,Latitude
Starbucks,2,-73.58,45.5
Starbucks,1,-73.75,45.46
Starbucks,2,-73.61,45.48
Starbucks,2,-73.44,45.44
Starbucks,2,-73.56,45.52
Starbucks,2,-73.57,45.5
Starbucks,2,-73.57,45.5
Teavana,2,-73.59,45.49
Starbucks,2,-73.57,45.48
Starbucks,2,-73.56,45.49
Starbucks,2,-73.57,45.5
Starbucks,1,-73.57,45.51
Starbucks,2,-73.56,45.51
Starbucks,2,-73.57,45.5
Starbucks,2,-73.64,45.54
Starbucks,2,-73.51,45.5
Starbucks,2,-73.57,45.5
Starbucks,1,-73.82,45.47
Starbucks,2,-73.83,45.46
Starbucks,2,-71.21,46.86
Starbucks,2,-71.35,46.83
Starbucks,2,-71.28,46.77
Starbucks,2,-71.28,46.79
Starbucks,2,-71.22,46.81
Starbucks,2,-71.23,46.8
Starbucks,2,-71.28,46.77
Starbucks,2,-71.29,46.77
Starbucks,2,-71.22,46.81
Starbucks,2,-71.3,46.84
Starbucks,1,-71.21,46.81
Starbucks,2,-71.3,46.83
Starbucks,2,-73.8,45.62
Starbucks,2,-73.38,45.51
Starbucks,2,-73.43,45.5
Starbucks,2,-74.15,45.89
Starbucks,2,-71.98,45.38
Starbucks,2,-73.7,45.5
Starbucks,2,-73.66,45.51
Starbucks,2,-73.59,45.49
Starbucks,2,-105.53,50.4
Starbucks,1,-105.54,50.39
Starbucks,2,-105.73,53.2
Starbucks,1,-105.76,53.19
Starbucks,1,-104.62,50.41
Starbucks,1,-104.62,50.48
Starbucks,1,-104.62,50.4
Starbucks,1,-104.64,50.48
Starbucks,1,-104.55,50.45
Starbucks,1,-104.62,50.45
Starbucks,2,-104.62,50.4
Starbucks,1,-104.62,50.45
Starbucks,1,-104.61,50.45
Starbucks,2,-106.66,52.12
Starbucks,2,-106.62,52.12
Starbucks,2,-106.66,52.13
Starbucks,1,-106.63,52.13
Starbucks,1,-106.64,52.17
Starbucks,1,-106.69,52.17
Starbucks,2,-106.67,52.13
Starbucks,1,-106.57,52.15
Starbucks,2,-106.64,52.17
Starbucks,2,-106.62,52.09
Starbucks,2,-106.57,52.15
Starbucks,2,-106.6,52.11
Starbucks,2,-106.63,52.12
Starbucks,1,-106.63,52.11
Starbucks,1,-106.64,52.13
Starbucks,1,-107.8,50.29
Starbucks,1,-103.85,49.66
Starbucks,2,-135.05,60.72
Starbucks,2,-135.07,60.73
Starbucks,2,08.05,47.39
Starbucks,2,8.31,47.48
Starbucks,2,8.37,47.42
Starbucks,2,7.44,46.95
Starbucks,2,7.44,46.95
Starbucks,2,7.44,46.95
Starbucks,2,7.37,46.95
Starbucks,2,7.25,47.14
Starbucks,2,7.59,47.55
Starbucks,2,07.06,47.58
Starbucks,2,7.59,47.56
Starbucks,2,7.59,47.55
Starbucks,2,7.59,47.56
Starbucks,2,7.16,46.81
Starbucks,1,7.15,46.8
Starbucks,2,6.14,46.21
Starbucks,2,6.15,46.2
Starbucks,2,6.15,46.21
Starbucks,2,6.14,46.21
Starbucks,2,6.14,46.2
Starbucks,2,6.14,46.21
Starbucks,2,6.15,46.2
Starbucks,1,06.11,46.23
Starbucks,2,8.31,47.05
Starbucks,2,8.31,47.05
Starbucks,2,8.82,47.23
Starbucks,2,9.37,47.42
Starbucks,2,09.03,47.41
Starbucks,2,9.37,47.42
Starbucks,2,9.38,47.43
Starbucks,2,6.63,46.52
Starbucks,2,6.63,46.52
Starbucks,2,6.63,46.52
Starbucks,2,6.84,46.46
Starbucks,2,8.52,47.17
Starbucks,2,8.52,47.17
Starbucks,2,8.56,47.3
Starbucks,2,8.59,47.41
Starbucks,2,8.72,47.5
Starbucks,2,8.73,47.5
Starbucks,2,8.54,47.38
Starbucks,2,8.54,47.38
Starbucks,2,8.55,47.37
Starbucks,2,8.54,47.37
Starbucks,2,8.54,47.37
Starbucks,2,8.54,47.38
Starbucks,2,8.54,47.38
Starbucks,2,8.54,47.41
Starbucks,2,8.52,47.36
Starbucks,2,8.53,47.36
Starbucks,2,8.53,47.38
Starbucks,2,8.54,47.37
Starbucks,2,8.56,47.45
Starbucks,2,8.54,47.41
Starbucks,1,8.56,47.45
Starbucks,2,8.53,47.37
Starbucks,2,8.56,47.45
Starbucks,2,8.54,47.37
Starbucks,1,8.55,47.46
Starbucks,2,8.54,47.39
Starbucks,2,8.55,47.36
Starbucks,1,-72.1,-36.61
Starbucks,1,-73.07,-36.79
Starbucks,1,-73.04,-36.82
Starbucks,1,-73.06,-36.83
Starbucks,1,-70.74,-34.17
Starbucks,1,-73.05,-36.84
Starbucks,1,-70.73,-34.18
Starbucks,1,-70.62,-33.5
Starbucks,1,-70.54,-33.38
Starbucks,1,-70.55,-33.39
Starbucks,1,-70.72,-33.52
Starbucks,1,-70.56,-33.57
Starbucks,1,-70.66,-33.44
Starbucks,1,-70.58,-33.42
Starbucks,1,-70.61,-33.42
Starbucks,1,-70.65,-33.45
Starbucks,1,-70.6,-33.47
Starbucks,1,-70.57,-33.4
Starbucks,1,-70.52,-33.39
Starbucks,1,-70.79,-33.4
Starbucks,1,-70.66,-33.31
Starbucks,1,-70.61,-33.42
Starbucks,1,-70.58,-33.4
Starbucks,1,-70.59,-33.42
Starbucks,1,-70.53,-33.38
Starbucks,1,-70.75,-33.48
Starbucks,1,-70.61,-33.41
Starbucks,1,-70.61,-33.42
Starbucks,1,-70.79,-33.4
Starbucks,1,-70.59,-33.41
Starbucks,1,-70.62,-33.39
Starbucks,1,-70.66,-33.44
Starbucks,1,-70.57,-33.39
Starbucks,1,-70.62,-33.39
Starbucks,1,-70.57,-33.41
Starbucks,1,-70.59,-33.42
Starbucks,1,-70.65,-33.44
Starbucks,1,-70.57,-33.45
Starbucks,1,-70.68,-33.45
Starbucks,1,-70.56,-33.41
Starbucks,1,-70.57,-33.41
Starbucks,1,-70.58,-33.41
Starbucks,1,-70.6,-33.42
Starbucks,1,-70.67,-33.19
Starbucks,1,-70.61,-33.51
Starbucks,1,-70.61,-33.42
Starbucks,1,-70.6,-33.41
Starbucks,1,-70.51,-33.37
Starbucks,1,-70.57,-33.4
Starbucks,1,-70.6,-33.42
Starbucks,1,-70.79,-33.4
Starbucks,1,-70.61,-33.43
Starbucks,1,-70.65,-33.44
Starbucks,1,-70.52,-33.37
Starbucks,1,-70.58,-33.49
Starbucks,1,-70.62,-33.43
Starbucks,1,-70.63,-33.44
Starbucks,1,-70.6,-33.4
Starbucks,1,-70.65,-33.44
Starbucks,1,-70.55,-33.39
Starbucks,1,-70.63,-33.43
Starbucks,1,-70.62,-33.42
Starbucks,1,-70.54,-33.36
Starbucks,1,-70.58,-33.41
Starbucks,1,-70.61,-33.42
Starbucks,1,-70.65,-33.44
Starbucks,1,-70.6,-33.41
Starbucks,1,-70.61,-33.42
Starbucks,1,-70.66,-33.44
Starbucks,1,-70.66,-33.45
Starbucks,1,-70.63,-33.43
Starbucks,1,-70.58,-33.4
Starbucks,1,-70.52,-33.35
Starbucks,1,-70.65,-33.44
Starbucks,1,-70.6,-33.52
Starbucks,1,-70.57,-33.4
Starbucks,1,-70.58,-33.41
Starbucks,1,-70.66,-33.44
Starbucks,1,-70.52,-33.4
Starbucks,1,-70.52,-33.36
Starbucks,1,-70.71,-33.63
Starbucks,1,-70.66,-33.44
Starbucks,1,-70.76,-33.47
Starbucks,1,-70.57,-33.38
Starbucks,1,-70.59,-33.4
Starbucks,1,-70.61,-33.42
Starbucks,1,-70.6,-33.39
Starbucks,1,-70.79,-33.4
Starbucks,1,-70.58,-33.41
Starbucks,1,-70.57,-33.38
Starbucks,1,-70.56,-33.44
Starbucks,1,-70.66,-33.43
Starbucks,1,-71.63,-33.04
Starbucks,1,-71.55,-33.01
Starbucks,1,-71.55,-33.02
Starbucks,1,-71.56,-33.02
Starbucks,2,116.32,39.9
Starbucks,2,116.32,39.97
Starbucks,2,116.47,39.95
Starbucks,2,116.45,39.97
Starbucks,2,116.46,39.93
Starbucks,2,116.36,39.92
Starbucks,2,116.43,39.91
Starbucks,2,116.29,40.1
Starbucks,2,116.42,39.91
Starbucks,2,116.49,39.98
Starbucks,2,116.45,39.91
Starbucks,2,116.42,39.99
Starbucks,2,116.45,39.89
Starbucks,2,116.44,39.93
Starbucks,2,116.38,39.91
Starbucks,2,116.36,40.05
Starbucks,2,116.66,39.89
Starbucks,2,116.28,39.91
Starbucks,2,116.6,40.08
Starbucks,2,116.3,39.82
Starbucks,2,116.48,40
Starbucks,2,116.43,39.99
Starbucks,2,116.46,39.95
Starbucks,2,116.31,39.91
Starbucks,2,116.4,39.94
Starbucks,2,116.53,39.78
Starbucks,2,116.41,39.91
Starbucks,2,116.42,39.9
Starbucks,2,116.46,39.93
Starbucks,2,116.48,39.91
Starbucks,2,116.59,40.08
Starbucks,2,116.41,39.92
Starbucks,2,116.4,39.9
Starbucks,2,116.44,39.86
Starbucks,2,116.31,40.04
Starbucks,2,116.38,39.96
Starbucks,2,116.49,40
Starbucks,2,116.32,39.9
Starbucks,2,116.31,39.87
Starbucks,2,116.49,39.88
Starbucks,2,116.37,39.91
Starbucks,2,116.47,39.96
Starbucks,2,116.45,39.91
Starbucks,2,116.55,39.95
Starbucks,2,116.46,39.91
Starbucks,2,116.49,40
Starbucks,2,116.45,39.93
Starbucks,2,116.48,39.99
Starbucks,2,116.43,39.9
Starbucks,2,116.32,39.95
Starbucks,2,116.45,39.92
Starbucks,2,116.3,39.91
Starbucks,2,116.36,39.93
Starbucks,2,116.32,39.98
Starbucks,2,116.43,39.87
Starbucks,2,116.42,40.03
Starbucks,2,116.38,39.9
Starbucks,2,116.46,39.89
Starbucks,2,117.28,40.65
Starbucks,2,116.44,39.91
Starbucks,2,116.27,39.89
Starbucks,2,116.64,39.91
Starbucks,2,116.47,40.02
Starbucks,2,116.35,39.91
Starbucks,2,116.39,39.87
Starbucks,2,116.32,39.69
Starbucks,2,116.46,39.91
Starbucks,2,116.37,39.91
Starbucks,2,116.51,40.04
Starbucks,2,116.46,39.92
Starbucks,2,116.47,39.91
Starbucks,2,116.37,39.82
Starbucks,2,116.53,40.09
Starbucks,2,116.36,39.91
Starbucks,2,116.41,39.91
Starbucks,2,116.42,39.92
Starbucks,2,116.39,39.93
Starbucks,2,116.38,39.87
Starbucks,2,116.45,39.92
Starbucks,2,116.36,39.91
Starbucks,2,116.42,39.9
Starbucks,2,116.3,39.91
Starbucks,2,116.67,39.88
Starbucks,2,116.31,39.98
Starbucks,2,116.41,39.97
Starbucks,2,116.48,39.98
Starbucks,2,116.33,39.79
Starbucks,2,116.46,39.92
Starbucks,2,116.45,39.94
Starbucks,2,116.5,39.81
Starbucks,2,116.62,40.06
Starbucks,2,116.66,39.89
Starbucks,2,116.43,39.92
Starbucks,2,116.36,39.87
Starbucks,2,116.46,39.96
Starbucks,2,116.37,39.92
Starbucks,2,116.14,39.74
Starbucks,2,116.28,39.91
Starbucks,2,116.44,39.92
Starbucks,2,116.34,39.89
Starbucks,2,116.46,39.92
Starbucks,2,116.41,39.99
Starbucks,2,116.35,40.03
Starbucks,2,116.46,39.96
Starbucks,2,116.52,39.92
Starbucks,2,116.62,40.06
Starbucks,2,116.46,39.93
Starbucks,2,116.45,39.91
Starbucks,2,116.39,39.84
Starbucks,2,116.38,39.86
Starbucks,2,116.52,39.93
Starbucks,2,116.43,39.92
Starbucks,2,116.29,39.96
Starbucks,2,116.32,39.98
Starbucks,2,116.47,39.91
Starbucks,2,116.3,40.05
Starbucks,2,116.17,39.92
Starbucks,2,116.3,39.88
Starbucks,2,116.49,39.91
Starbucks,2,116.29,39.96
Starbucks,2,116.31,39.98
Starbucks,2,116.41,39.91
Starbucks,2,116.44,39.91
Starbucks,2,116.45,39.97
Starbucks,2,116.38,39.86
Starbucks,2,116.35,40
Starbucks,2,116.47,39.91
Starbucks,2,116.48,39.91
Starbucks,2,116.54,40.09
Starbucks,2,116.36,39.77
Starbucks,2,116.3,40.05
Starbucks,2,116.29,39.82
Starbucks,2,116.32,39.98
Starbucks,2,116.34,39.79
Starbucks,2,116.36,39.92
Starbucks,2,116.44,39.94
Starbucks,2,116.42,39.92
Starbucks,2,116.44,39.97
Starbucks,2,116.46,39.96
Starbucks,2,116.29,39.87
Starbucks,2,116.55,40.06
Starbucks,2,116.46,39.95
Starbucks,2,116.63,40.32
Starbucks,2,116.48,39.95
Starbucks,2,116.34,39.99
Starbucks,2,116.38,39.86
Starbucks,2,116.44,39.92
Starbucks,2,116.41,39.99
Starbucks,2,116.52,39.92
Starbucks,2,116.33,39.98
Starbucks,2,116.41,39.99
Starbucks,2,116.46,39.97
Starbucks,2,116.46,39.92
Starbucks,2,116.46,39.92
Starbucks,2,116.23,39.91
Starbucks,2,116.3,40.05
Starbucks,2,116.46,39.81
Starbucks,2,116.46,39.92
Starbucks,2,116.47,39.91
Starbucks,2,116.48,39.91
Starbucks,2,116.29,40
Starbucks,2,116.48,39.89
Starbucks,2,116.29,39.84
Starbucks,2,116.29,39.83
Starbucks,2,116.45,39.92
Starbucks,2,116.33,40.03
Starbucks,2,116.39,40
Starbucks,2,116.46,39.95
Starbucks,2,116.31,39.98
Starbucks,2,116.47,40
Starbucks,2,116.42,40.06
Starbucks,2,116.46,39.96
Starbucks,2,116.62,40.06
Starbucks,2,116.46,39.91
Starbucks,2,116.43,39.94
Starbucks,2,116.46,39.91
Starbucks,2,116.46,39.95
Starbucks,2,116.36,39.92
Starbucks,2,116.46,39.91
Starbucks,2,116.42,39.9
Starbucks,2,116.38,39.89
Starbucks,2,116.38,39.87
Starbucks,2,116.43,40.05
Starbucks,2,116.36,39.91
Starbucks,2,116.42,39.89
Starbucks,2,116.41,39.97
Starbucks,2,116.35,39.91
Starbucks,2,116.49,39.97
Starbucks,2,116.45,39.93
Starbucks,2,116.36,39.95
Starbucks,2,116.36,39.92
Starbucks,2,116.19,39.76
Starbucks,2,116.38,40.01
Starbucks,2,116.19,40.23
Starbucks,2,116.46,39.9
Starbucks,2,116.44,39.92
Starbucks,2,116.56,40.05
Starbucks,2,116.32,39.93
Starbucks,2,116.65,40.13
Starbucks,2,116.46,39.91
Starbucks,2,116.48,39.99
Starbucks,2,116.16,39.76
Starbucks,2,116.25,39.9
Starbucks,2,116.61,40.06
Starbucks,2,116.49,39.92
Starbucks,2,116.45,39.86
Starbucks,2,116.42,39.9
Starbucks,2,116.48,39.98
Starbucks,2,116.35,39.94
Starbucks,2,116.61,40.08
Starbucks,2,116.46,39.98
Starbucks,2,116.6,39.93
Starbucks,2,116.41,39.91
Starbucks,2,116.35,40.07
Starbucks,2,116.33,39.94
Starbucks,2,116.61,40.08
Starbucks,2,116.37,39.91
Starbucks,2,116.6,39.92
Starbucks,2,116.4,40.04
Starbucks,2,116.33,39.99
Starbucks,2,116.44,39.96
Starbucks,2,116.48,39.91
Starbucks,2,116.29,39.96
Starbucks,2,116.45,39.94
Starbucks,2,116.59,40.08
Starbucks,2,116.38,39.84
Starbucks,2,116.51,39.79
Starbucks,2,116.35,39.91
Starbucks,2,116.41,40.06
Starbucks,2,116.34,39.73
Starbucks,2,116.42,39.95
Starbucks,2,116.39,39.9
Starbucks,2,116.47,39.99
Starbucks,2,116.55,40.07
Starbucks,2,116.82,39.97
Starbucks,2,116.86,39.95
Starbucks,2,117.21,39.14
Starbucks,2,117.21,39.14
Starbucks,2,117.43,39.16
Starbucks,2,117.36,39.13
Starbucks,2,117.22,39.13
Starbucks,2,117.18,39.12
Starbucks,2,117.18,39.14
Starbucks,2,117.19,39.14
Starbucks,2,117.21,39.12
Starbucks,2,117.68,39.01
Starbucks,2,117.73,39.03
Starbucks,2,117.22,39.1
Starbucks,2,117.17,39.14
Starbucks,2,117.2,39.12
Starbucks,2,117.7,39.02
Starbucks,2,117.22,39.14
Starbucks,2,117.2,39.12
Starbucks,2,117.21,39.09
Starbucks,2,117.21,39.13
Starbucks,2,117.2,39.12
Starbucks,2,117.17,39.15
Starbucks,2,117.2,39.12
Starbucks,2,117.16,39.11
Starbucks,2,117.21,39.08
Starbucks,2,117.7,39
Starbucks,2,117.67,39.02
Starbucks,2,117.17,39.08
Starbucks,2,117.21,39.18
Starbucks,2,117.12,39.09
Starbucks,2,117.22,39.12
Starbucks,2,117.2,39.1
Starbucks,2,117.22,39.12
Starbucks,2,117.19,39.12
Starbucks,2,117.22,39.02
Starbucks,2,117.24,39.1
Starbucks,2,117.21,39.12
Starbucks,2,117.2,39.14
Starbucks,2,117.01,39.38
Starbucks,2,117.07,39.37
Starbucks,2,117.18,39.14
Starbucks,2,117.21,39.09
Starbucks,2,117.26,39.12
Starbucks,2,117.2,39.11
Starbucks,2,117.22,39.11
Starbucks,2,117.09,39.14
Starbucks,2,117.4,39.16
Starbucks,2,117.22,39.11
Starbucks,2,117.22,39.06
Starbucks,2,117.19,39.12
Starbucks,2,117.22,39.03
Starbucks,2,117.18,39.13
Starbucks,2,117.19,39.14
Starbucks,2,117.69,39.03
Starbucks,2,117.19,39.13
Starbucks,2,117.39,38.99
Starbucks,2,117.17,39.08
Starbucks,2,117.22,39.04
Starbucks,2,117.2,39.13
Starbucks,2,115.47,38.87
Starbucks,2,115.49,38.86
Starbucks,2,115.47,38.89
Starbucks,2,118.18,39.63
Starbucks,2,118.19,39.62
Starbucks,2,118.18,39.63
Starbucks,2,118.17,39.63
Starbucks,2,116.71,39.52
Starbucks,2,116.71,39.52
Starbucks,2,116.68,39.54
Starbucks,2,114.89,40.82
Starbucks,2,117.94,40.97
Starbucks,2,114.5,38.04
Starbucks,2,114.51,38.05
Starbucks,2,114.48,38.04
Starbucks,2,114.49,38.04
Starbucks,2,114.53,38.04
Starbucks,2,114.54,38.02
Starbucks,2,114.51,38.04
Starbucks,2,119.58,39.95
Starbucks,2,119.6,39.93
Starbucks,2,119.6,39.93
Starbucks,2,114.49,37.06
Starbucks,2,114.52,36.63
Starbucks,2,112.57,37.87
Starbucks,2,112.56,37.88
Starbucks,2,112.55,37.87
Starbucks,2,112.56,37.82
Starbucks,2,112.56,37.82
Starbucks,2,112.57,37.86
Starbucks,2,112.56,37.82
Starbucks,2,112.57,37.87
Starbucks,2,109.82,40.66
Starbucks,2,109.85,40.66
Starbucks,2,109.81,40.66
Starbucks,2,109.84,40.66
Starbucks,2,111.71,40.83
Starbucks,2,111.67,40.81
Starbucks,2,111.67,40.82
Starbucks,2,111.74,40.84
Starbucks,2,121.64,38.92
Starbucks,2,121.63,38.92
Starbucks,2,121.61,38.91
Starbucks,2,121.53,38.86
Starbucks,2,121.65,38.92
Starbucks,2,121.54,38.96
Starbucks,2,121.64,38.92
Starbucks,2,121.59,38.91
Starbucks,2,121.59,38.99
Starbucks,2,121.61,38.91
Starbucks,2,121.61,38.91
Starbucks,2,121.53,38.86
Starbucks,2,121.59,38.99
Starbucks,2,121.54,38.88
Starbucks,2,121.63,38.92
Starbucks,2,121.72,39.1
Starbucks,2,121.63,38.92
Starbucks,2,121.64,38.92
Starbucks,2,121.63,38.92
Starbucks,2,121.64,38.92
Starbucks,2,121.59,38.9
Starbucks,2,121.78,39.05
Starbucks,2,121.54,38.96
Starbucks,2,121.61,38.93
Starbucks,2,121.78,39.06
Starbucks,2,123.9,41.86
Starbucks,2,123.43,41.78
Starbucks,2,123.62,41.84
Starbucks,2,123.4,41.75
Starbucks,2,123.41,41.79
Starbucks,2,123.36,41.78
Starbucks,2,123.42,41.84
Starbucks,2,123.4,41.79
Starbucks,2,123.44,41.81
Starbucks,2,123.44,41.76
Starbucks,2,123.49,41.64
Starbucks,2,123.38,41.81
Starbucks,2,123.46,41.74
Starbucks,2,123.46,41.73
Starbucks,2,123.4,41.79
Starbucks,2,123.43,41.78
Starbucks,2,123.38,41.81
Starbucks,2,123.47,41.8
Starbucks,2,123.46,41.8
Starbucks,2,123.43,41.81
Starbucks,2,123.46,41.8
Starbucks,2,123.38,41.83
Starbucks,2,123.4,41.79
Starbucks,2,123.37,41.8
Starbucks,2,123.46,41.8
Starbucks,2,122.08,41.12
Starbucks,2,122.08,41.1
Starbucks,2,122.13,40.27
Starbucks,2,122.24,40.67
Starbucks,2,122.98,41.11
Starbucks,2,123,41.11
Starbucks,2,122.99,41.11
Starbucks,2,126.57,43.85
Starbucks,2,126.59,43.85
Starbucks,2,129.51,42.91
Starbucks,2,125.32,43.89
Starbucks,2,125.34,43.9
Starbucks,2,125.32,43.87
Starbucks,2,125.3,43.87
Starbucks,2,125.24,43.84
Starbucks,2,125.32,43.89
Starbucks,2,125.24,43.84
Starbucks,2,125.33,43.89
Starbucks,2,125.32,43.91
Starbucks,2,125.41,43.82
Starbucks,2,126.62,45.77
Starbucks,2,126.62,45.78
Starbucks,2,126.61,45.72
Starbucks,2,126.68,45.74
Starbucks,2,126.56,45.74
Starbucks,2,126.59,45.73
Starbucks,2,126.59,45.7
Starbucks,2,126.64,45.76
Starbucks,2,126.65,45.72
Starbucks,2,126.7,45.76
Starbucks,2,126.7,45.75
Starbucks,2,126.62,45.77
Starbucks,2,126.62,45.77
Starbucks,2,126.68,45.79
Starbucks,2,125.09,46.59
Starbucks,2,124.89,46.64
Starbucks,3,121.54,31.27
Starbucks,3,121.6,31.2
Starbucks,3,121.35,31.15
Starbucks,3,121.45,31.32
Starbucks,3,121.51,31.28
Starbucks,3,121.53,31.23
Starbucks,3,121.54,31.31
Starbucks,3,121.48,31.2
Starbucks,3,121.48,31.26
Starbucks,3,121.49,31.4
Starbucks,3,121.43,31.24
Starbucks,3,121.2,31.02
Starbucks,3,121.81,31.15
Starbucks,3,121.46,31.22
Starbucks,3,121.4,31.62
Starbucks,3,121.6,31.21
Starbucks,3,121.23,31.15
Starbucks,3,121.48,31.23
Starbucks,3,121.5,31.38
Starbucks,3,121.51,31.26
Starbucks,3,121.52,31.23
Starbucks,3,121.56,31.21
Starbucks,3,121.47,31.21
Starbucks,3,121.32,30.84
Starbucks,3,121.56,31.23
Starbucks,3,121.36,31.23
Starbucks,3,121.31,31.2
Starbucks,3,121.45,31.34
Starbucks,3,121.47,31.23
Starbucks,3,121.13,31.15
Starbucks,3,121.44,31.19
Starbucks,3,121.8,31.15
Starbucks,3,121.67,31.16
Starbucks,3,121.48,31.23
Starbucks,3,121.4,31.01
Starbucks,3,121.53,31.22
Starbucks,3,121.51,31.25
Starbucks,3,121.61,31.19
Starbucks,3,121.4,31.21
Starbucks,3,121.45,31.24
Starbucks,3,121.22,31.03
Starbucks,3,121.5,31.18
Starbucks,3,121.7,31.18
Starbucks,3,121.58,31.26
Starbucks,3,121.47,31.23
Starbucks,3,121.41,31.21
Starbucks,3,121.36,31.23
Starbucks,3,121.46,30.93
Starbucks,3,121.4,31.19
Starbucks,3,121.46,31.25
Starbucks,3,121.42,31.2
Starbucks,3,121.59,31.2
Starbucks,3,121.34,30.75
Starbucks,3,121.61,31.18
Starbucks,3,121.46,31.22
Starbucks,3,121.52,31.23
Starbucks,3,121.46,31.04
Starbucks,3,121.44,31.29
Starbucks,3,121.44,31.33
Starbucks,3,121.51,31.32
Starbucks,3,121.47,31.27
Starbucks,3,121.42,31.24
Starbucks,3,121.52,31.21
Starbucks,3,121.52,31.03
Starbucks,3,121.37,31.24
Starbucks,3,121.41,31.24
Starbucks,3,121.54,31.28
Starbucks,3,121.45,31.22
Starbucks,3,121.02,30.89
Starbucks,3,121.48,31.23
Starbucks,3,121.44,31.18
Starbucks,3,121.32,31.19
Starbucks,3,121.46,31.24
Starbucks,3,121.31,31.2
Starbucks,3,121.68,31.16
Starbucks,3,121.3,31.19
Starbucks,3,121.45,31.23
Starbucks,3,121.42,31.17
Starbucks,3,121.37,31.18
Starbucks,3,121.62,31.12
Starbucks,3,121.45,31.2
Starbucks,3,121.47,31.22
Starbucks,3,121.48,31.26
Starbucks,3,121.35,31.4
Starbucks,3,121.11,31.15
Starbucks,3,121.39,31.18
Starbucks,3,121.33,31.03
Starbucks,3,121.61,31.29
Starbucks,3,121.51,31.23
Starbucks,3,121.41,31.17
Starbucks,3,121.54,31.22
Starbucks,3,121.81,31.15
Starbucks,3,121.49,31.25
Starbucks,3,121.4,31.13
Starbucks,3,121.52,31.22
Starbucks,3,121.38,31.19
Starbucks,3,121.25,31.38
Starbucks,3,121.8,31.15
Starbucks,3,121.44,31.19
Starbucks,3,121.45,31.23
Starbucks,3,121.35,31.28
Starbucks,3,121.41,31.21
Starbucks,3,121.4,31.19
Starbucks,3,121.35,31.15
Starbucks,3,121.81,31.15
Starbucks,3,121.81,31.15
Starbucks,3,121.59,31.21
Starbucks,3,121.49,31.15
Starbucks,3,121.63,31.26
Starbucks,3,121.51,31.31
Starbucks,3,121.2,31.03
Starbucks,3,121.5,31.24
Starbucks,3,121.5,31.26
Starbucks,3,121.66,31.14
Starbucks,3,121.47,31.26
Starbucks,3,121.45,31.22
Starbucks,3,121.52,31.23
Starbucks,3,121.48,31.29
Starbucks,3,121.51,31.03
Starbucks,3,121.36,31.39
Starbucks,3,121.5,31.24
Starbucks,3,121.51,31.31
Starbucks,3,121.44,31.24
Starbucks,3,121.49,31.23
Starbucks,3,121.42,31.22
Starbucks,3,121.44,31.19
Starbucks,3,121.59,31.27
Starbucks,3,121.82,30.87
Starbucks,3,121.53,31.21
Starbucks,3,121.5,31.08
Starbucks,3,121.39,31.2
Starbucks,3,121.28,31.33
Starbucks,3,121.35,31.22
Starbucks,3,121.47,31.22
Starbucks,3,121.5,31.24
Starbucks,3,121.42,31.26
Starbucks,3,121.52,31.09
Starbucks,3,121.7,31.2
Starbucks,3,121.48,31.25
Starbucks,3,121.09,31.14
Starbucks,3,121.43,31.23
Starbucks,3,121.82,30.91
Starbucks,3,121.33,30.76
Starbucks,3,121.39,31.14
Starbucks,3,121.49,31.26
Starbucks,3,121.06,31.11
Starbucks,3,121.4,31.2
Starbucks,3,121.39,31.2
Starbucks,3,121.37,31.17
Starbucks,3,121.38,31.25
Starbucks,3,121.39,31.19
Starbucks,3,121.45,31.21
Starbucks,3,121.8,31.15
Starbucks,3,121.6,31.2
Starbucks,3,121.43,31.2
Starbucks,3,121.47,31.24
Starbucks,3,121.57,31.16
Starbucks,3,121.51,31.24
Starbucks,3,121.49,31.18
Starbucks,3,121.51,31.23
Starbucks,3,121.48,31.29
Starbucks,3,121.39,31.24
Starbucks,3,121.43,31.17
Starbucks,3,121.48,31.4
Starbucks,3,121.43,31.21
Starbucks,3,121.41,31.28
Starbucks,3,121.52,31.23
Starbucks,3,121.41,31.27
Starbucks,3,121.47,31.21
Starbucks,3,121.31,31.2
Starbucks,3,121.53,31.23
Starbucks,3,121.43,31.2
Starbucks,3,121.29,31.21
Starbucks,3,121.54,31.19
Starbucks,3,121.23,31.23
Starbucks,3,121.24,31.39
Starbucks,3,121.48,31.24
Starbucks,3,121.4,31.2
Starbucks,3,121.47,31.22
Starbucks,3,121.45,31.22
Starbucks,3,121.42,31.24
Starbucks,3,121.49,31.22
Starbucks,3,121.23,31.05
Starbucks,3,121.45,31.22
Starbucks,3,121.16,31.29
Starbucks,3,121.47,31.2
Starbucks,3,121.51,31.14
Starbucks,3,121.4,31.17
Starbucks,3,121.5,31.24
Starbucks,3,121.36,31.23
Starbucks,3,121.39,31.19
Starbucks,3,121.34,31.27
Starbucks,3,121.35,31.22
Starbucks,3,121.44,31.28
Starbucks,3,121.45,31.22
Starbucks,3,121.46,31.12
Starbucks,3,121.49,31.39
Starbucks,3,121.54,31.23
Starbucks,3,121.44,31.19
Starbucks,3,121.44,31.03
Starbucks,3,121.61,31.31
Starbucks,3,121.26,31.35
Starbucks,3,121.46,31.25
Starbucks,3,121.44,31.28
Starbucks,3,121.51,31.24
Starbucks,3,121.46,31.03
Starbucks,3,121.46,31.22
Starbucks,3,121.4,31.22
Starbucks,3,121.56,31.23
Starbucks,3,121.46,30.94
