Brand,Ownership Type,Longitude,Latitude
Starbucks,1,121.08,14.61
Starbucks,1,121.06,14.59
Starbucks,1,121.07,14.64
Starbucks,1,121.04,14.67
Starbucks,1,121.03,14.65
Starbucks,1,121.03,14.66
Starbucks,1,121.03,14.65
Starbucks,1,121.07,14.07
Starbucks,1,121.07,14.65
Starbucks,1,121.06,14.73
Starbucks,1,121.08,14.06
Starbucks,1,121.04,14.64
Starbucks,1,121.08,14.61
Starbucks,1,121.03,14.65
Starbucks,1,121.03,14.64
Starbucks,1,121.05,14.62
Starbucks,1,121.03,14.66
Starbucks,1,121.05,14.06
Starbucks,1,121.05,14.06
Starbucks,1,121.05,14.55
Starbucks,1,121.05,14.55
Starbucks,1,121.05,14.53
Starbucks,1,121.05,14.55
Starbucks,1,121.06,14.56
Starbucks,1,121.04,14.55
Starbucks,1,121.05,14.55
Starbucks,1,121.05,14.53
Starbucks,1,121.05,14.55
Starbucks,1,121.05,14.55
Starbucks,1,121.05,14.55
Starbucks,1,121.05,14.55
Starbucks,1,120.6,16.41
Starbucks,1,120.61,16.04
Starbucks,1,120.61,16.04
Starbucks,1,120.6,16.41
Starbucks,1,121.07,14.31
Starbucks,1,121.09,14.33
Starbucks,1,121.16,14.02
Starbucks,1,122.55,10.71
Starbucks,1,122.57,10.69
Starbucks,1,121.05,14.36
Starbucks,1,121.04,14.35
Starbucks,1,121.06,14.24
Starbucks,1,121.06,14.25
Starbucks,3,16.96,51.05
Starbucks,3,17.04,51.11
Starbucks,3,17.02,51.09
Starbucks,3,16.99,51.12
Starbucks,3,17.03,51.1
Starbucks,3,17.06,51.11
Starbucks,3,17.04,51.1
Starbucks,3,17.03,51.11
Starbucks,3,19.45,51.75
Starbucks,3,19.95,50.07
Starbucks,3,19.95,50.03
Starbucks,3,19.95,50.07
Starbucks,3,19.94,50.06
Starbucks,3,19.93,50.06
Starbucks,3,21.07,52.16
Starbucks,3,21.06,52.19
Starbucks,3,21.06,52.3
Starbucks,3,20.95,52.21
Starbucks,3,21.11,52.23
Starbucks,3,21,52.23
Starbucks,3,21.05,52.26
Starbucks,3,21,52.23
Starbucks,3,21,52.18
Starbucks,3,21.02,52.24
Starbucks,3,21.01,52.23
Starbucks,3,21.01,52.23
Starbucks,3,21,52.23
Starbucks,3,21.02,52.22
Starbucks,3,21,52.25
Starbucks,3,20.99,52.24
Starbucks,3,21.02,52.23
Starbucks,3,21.02,52.21
Starbucks,3,18.57,54.4
Starbucks,3,18.06,54.38
Starbucks,3,18.61,54.38
Starbucks,3,18.54,54.52
Starbucks,3,18.53,54.5
Starbucks,3,18.55,54.52
Starbucks,3,18.57,54.45
Starbucks,3,19.02,50.26
Starbucks,3,18.99,50.27
Starbucks,3,19.02,50.26
Starbucks,3,16.86,52.41
Starbucks,3,16.95,52.4
Starbucks,3,16.95,52.4
Starbucks,3,16.93,52.41
Starbucks,3,16.91,52.4
Starbucks,3,16.93,52.4
Starbucks,3,16.99,52.38
Starbucks,3,16.92,52.44
Starbucks,3,14.55,53.43
Starbucks,3,14.55,53.43
Starbucks,3,14.55,53.43
Starbucks,1,-66.16,18.41
Starbucks,1,-66.17,18.38
Starbucks,1,-66.04,18.23
Starbucks,1,-66,18.44
Starbucks,1,-66.02,18.44
Starbucks,1,-66,18.04
Starbucks,1,-65.96,18.38
Starbucks,1,-66.07,18.46
Starbucks,1,-66.28,18.46
Starbucks,1,-65.65,18.35
Starbucks,1,-66.11,18.36
Starbucks,1,-66.1,18.41
Starbucks,1,-66.11,18.04
Starbucks,1,-66.61,17.99
Starbucks,1,-66.07,18.42
Teavana,2,-66.01,18.04
Starbucks,1,-66.07,18.42
Starbucks,1,-66.06,18.45
Starbucks,1,-66.07,18.37
Starbucks,1,-66.07,18.43
Starbucks,1,-66.08,18.46
Starbucks,1,-66.06,18.36
Starbucks,1,-66.11,18.47
Starbucks,1,-66.09,18.46
Starbucks,1,-9.15,38.73
Starbucks,1,-9.16,38.66
Starbucks,1,-9.22,38.78
Starbucks,1,-9.24,38.73
Starbucks,1,-9.44,38.71
Starbucks,1,-9.13,38.76
Starbucks,1,-9.14,38.71
Starbucks,1,-9.15,38.71
Starbucks,1,-9.13,38.77
Starbucks,1,-9.2,38.7
Starbucks,1,-8.61,41.13
Starbucks,1,51.5,25.23
Starbucks,1,51.26,25.19
Starbucks,1,51.45,25.35
Starbucks,1,51.49,25.35
Starbucks,1,51.48,25.33
Starbucks,1,51.45,25.03
Starbucks,1,51.53,25.28
Starbucks,1,51.56,25.24
Starbucks,1,51.49,25.35
Starbucks,1,51.49,25.37
Starbucks,1,51.45,25.35
Starbucks,1,51.21,25.19
Starbucks,1,51.44,25.26
Starbucks,1,51.5,25.29
Starbucks,1,51.51,25.27
Starbucks,1,51.44,25.26
Starbucks,1,51.53,25.33
Starbucks,1,51.47,25.33
Starbucks,1,25.59,45.64
Starbucks,1,26.12,44.45
Starbucks,1,26.15,44.42
Starbucks,1,26.13,44.42
Starbucks,1,26.12,44.39
Starbucks,1,26.01,44.46
Starbucks,1,26.01,44.43
Starbucks,1,26.01,44.43
Starbucks,1,26.01,44.43
Starbucks,1,26.08,44.45
Starbucks,1,26.05,44.43
Starbucks,1,26.11,44.48
Starbucks,1,26.16,44.5
Starbucks,1,26.01,44.43
Starbucks,1,26.01,44.43
Starbucks,1,26.01,44.43
Starbucks,1,23.53,46.75
Starbucks,1,23.62,46.77
Starbucks,1,28.65,44.21
Starbucks,1,28.63,44.2
Starbucks,1,23.79,44.32
Starbucks,1,26.05,44.39
Starbucks,1,26.05,44.39
Starbucks,1,26.03,44.95
Starbucks,1,21.22,45.75
Starbucks,1,21.02,45.73
Starbucks,1,21.23,45.75
Starbucks,3,38.97,45.03
Starbucks,3,38.97,45.03
Starbucks,3,39.73,43.6
Starbucks,3,37.4,55.91
Starbucks,3,37.62,55.76
Starbucks,3,37.84,55.65
Starbucks,3,37.39,55.82
Starbucks,3,37.71,55.92
Starbucks,3,37.59,55.73
Starbucks,3,37.67,55.78
Starbucks,3,37.54,55.75
Starbucks,3,37.42,55.77
Starbucks,3,37.62,55.76
Starbucks,3,37.54,55.75
Starbucks,3,37.5,55.82
Starbucks,3,37.72,55.59
Starbucks,3,37.63,55.75
Starbucks,3,37.39,55.82
Starbucks,3,37.6,55.77
Starbucks,3,37.58,55.79
Starbucks,3,37.65,55.75
Starbucks,3,37.53,55.79
Starbucks,3,37.62,55.8
Starbucks,3,37.5,55.82
Starbucks,3,37.53,55.64
Starbucks,3,37.59,55.77
Starbucks,3,37.66,55.76
Starbucks,3,37.71,55.79
Starbucks,3,37.59,55.78
Starbucks,3,37.53,55.69
Starbucks,3,37.58,55.73
Starbucks,3,37.46,55.81
Starbucks,3,37.39,55.81
Starbucks,3,37.68,55.79
Starbucks,3,37.48,55.66
Starbucks,3,37.63,55.73
Starbucks,3,37.59,55.91
Starbucks,3,37.63,55.76
Starbucks,3,37.62,55.71
Starbucks,3,37.59,55.73
Starbucks,3,37.53,55.69
Starbucks,3,37.49,55.84
Starbucks,3,37.6,55.75
Starbucks,3,37.41,55.74
Starbucks,3,37.64,55.73
Starbucks,3,37.57,55.74
Starbucks,3,37.64,55.71
Starbucks,3,37.6,55.78
Starbucks,3,37.49,55.6
Starbucks,3,37.48,55.84
Starbucks,3,37.59,55.77
Starbucks,3,37.64,55.73
Starbucks,3,37.61,55.76
Starbucks,3,37.53,55.79
Starbucks,3,37.38,55.77
Starbucks,3,37.54,55.8
Starbucks,3,37.33,55.88
Starbucks,3,37.67,55.73
Starbucks,3,37.5,55.74
Starbucks,3,38.62,55.77
Starbucks,3,37.54,55.84
Starbucks,3,37.62,55.76
Starbucks,3,37.47,55.68
Starbucks,3,37.45,55.88
Starbucks,3,37.6,55.69
Starbucks,3,37.48,55.66
Starbucks,3,37.64,55.73
Starbucks,3,37.58,55.74
Starbucks,3,37.56,55.74
Starbucks,3,37.63,55.76
Starbucks,3,37.52,55.8
Starbucks,3,37.39,55.82
Starbucks,3,37.6,55.8
Starbucks,3,37.62,55.7
Starbucks,3,37.63,55.66
Starbucks,3,37.48,55.8
Starbucks,3,37.54,55.75
Starbucks,3,37.66,55.76
Starbucks,3,37.66,55.76
Starbucks,3,37.5,55.82
Starbucks,3,37.6,55.77
Starbucks,3,37.61,55.61
Starbucks,3,37.42,55.96
Starbucks,3,39.72,47.22
Starbucks,3,39.85,47.29
Starbucks,3,39.72,47.26
Starbucks,3,50.15,53.51
Starbucks,3,30.35,59.87
Starbucks,3,30.36,59.93
Starbucks,3,30.21,59.98
Starbucks,3,30.52,59.89
Starbucks,3,30.35,59.93
Starbucks,3,30.31,59.96
Starbucks,3,30.35,59.93
Starbucks,3,30.33,59.94
Starbucks,3,30.36,59.93
Starbucks,3,30.36,59.93
Starbucks,3,30.35,59.99
Starbucks,3,30.37,59.88
Starbucks,3,30.32,59.94
Starbucks,1,30.27,59.8
Starbucks,1,30.27,59.8
Starbucks,3,60.5,56.82
Starbucks,3,60.8,56.75
Starbucks,3,60.8,56.75
Starbucks,3,60.6,56.83
Starbucks,3,65.55,57.12
Starbucks,3,65.54,57.15
Starbucks,3,39.87,57.63
Starbucks,1,46.68,24.74
Starbucks,1,50.18,26.28
Starbucks,1,47.27,24.13
Starbucks,1,46.62,24.68
Starbucks,1,46.66,24.67
Starbucks,1,46.61,24.69
Starbucks,1,46.7,24.06
Starbucks,1,46.69,24.82
Starbucks,1,46.72,24.81
Starbucks,1,46.66,24.71
Starbucks,1,46.65,24.68
Starbucks,1,46.67,24.81
Starbucks,1,46.76,24.64
Starbucks,1,46.7,24.67
Starbucks,1,46.62,24.07
Starbucks,1,46.79,24.73
Starbucks,1,46.72,24.81
Starbucks,1,46.66,24.67
Starbucks,1,46.78,24.82
Starbucks,1,46.7,24.79
Starbucks,1,46.62,24.81
Starbucks,1,46.66,24.74
Starbucks,1,46.63,24.75
Starbucks,1,46.68,24.68
Starbucks,1,46.77,24.69
Starbucks,1,46.79,24.73
Starbucks,1,46.76,24.69
Starbucks,1,46.65,24.08
Starbucks,1,46.6,24.74
Starbucks,1,46.74,24.79
Starbucks,1,47.3,24.16
Starbucks,1,46.73,24.78
Starbucks,1,46.77,24.72
Starbucks,1,46.68,24.07
Starbucks,1,46.68,24.68
Starbucks,1,46.76,24.77
Starbucks,1,46.67,24.73
Starbucks,1,46.8,24.64
Starbucks,1,46.67,24.71
Starbucks,1,46.65,24.76
Starbucks,1,46.67,24.77
Starbucks,1,46.68,24.74
Starbucks,1,46.7,24.69
Starbucks,1,46.73,24.69
Starbucks,1,46.66,24.74
Starbucks,1,46.69,24.72
Starbucks,1,46.62,24.68
Starbucks,1,46.68,24.68
Starbucks,1,46.78,24.66
Starbucks,1,39.1,21.07
Starbucks,1,39.16,21.66
Starbucks,1,39.15,21.67
Starbucks,1,39.11,21.76
Starbucks,1,39.17,21.56
Starbucks,1,39.15,21.62
Starbucks,1,39.13,21.03
Starbucks,1,39.19,21.46
Starbucks,1,39.18,21.54
Starbucks,1,39.19,21.56
Starbucks,1,39.19,21.53
Starbucks,1,39.14,21.62
Starbucks,1,39.16,21.52
Starbucks,1,39.11,21.69
Starbucks,1,39.61,24.47
Starbucks,1,39.77,21.41
Starbucks,1,39.95,21.47
Starbucks,1,39.8,21.44
Starbucks,1,46.71,24.77
Starbucks,1,39.61,24.47
Starbucks,1,39.16,21.52
Starbucks,1,39.15,21.58
Starbucks,1,39.15,21.55
Starbucks,1,39.15,21.58
Starbucks,1,39.15,21.06
Starbucks,1,39.11,21.57
Starbucks,1,39.25,21.51
Starbucks,1,39.11,21.62
Starbucks,1,39.14,21.61
Starbucks,1,39.11,21.63
Starbucks,1,39.83,21.42
Starbucks,1,40.41,21.25
Starbucks,1,40.42,21.29
Starbucks,1,39.65,24.49
Starbucks,1,39.62,24.42
Starbucks,1,39.58,24.49
Starbucks,1,49.58,25.04
Starbucks,1,49.98,26.25
Starbucks,1,49.8,26.46
Starbucks,1,49.99,26.35
Starbucks,1,50.22,26.32
Starbucks,1,49.57,27.15
Starbucks,1,46.62,24.63
Starbucks,1,50.18,26.29
Starbucks,1,50.2,26.03
Starbucks,1,50.22,26.29
Starbucks,1,50.07,26.41
Starbucks,1,50.12,26.43
Starbucks,1,50.16,26.33
Starbucks,1,50.08,26.42
Starbucks,1,50.11,26.43
Starbucks,1,49.57,27.14
Starbucks,1,36.59,28.38
Starbucks,1,17.94,59.4
Starbucks,1,18.16,59.18
Starbucks,1,17.93,59.44
Starbucks,1,18.01,59.37
Starbucks,1,18.06,59.33
Starbucks,1,18.07,59.34
Starbucks,1,18.07,59.32
Starbucks,1,18.07,59.33
Starbucks,1,18.06,59.33
Starbucks,1,18.07,59.33
Starbucks,1,17.93,59.65
Starbucks,1,17.93,59.64
Starbucks,1,17.93,59.65
Starbucks,1,18.08,59.44
Starbucks,1,18.08,59.45
Starbucks,1,17.68,59.88
Starbucks,1,11.97,57.71
Starbucks,1,16.46,59.62
Starbucks,2,103.86,1.29
Starbucks,2,103.86,1.29
Starbucks,2,103.76,1.36
Starbucks,2,103.83,1.29
Starbucks,2,103.83,1.31
Starbucks,2,103.78,1.29
Starbucks,2,103.83,1.31
Starbucks,2,103.85,1.28
Starbucks,2,103.85,1.28
Starbucks,2,103.74,1.33
Starbucks,2,103.9,1.41
Starbucks,2,103.83,01.03
Starbucks,2,103.84,1.32
Starbucks,2,103.83,01.03
Starbucks,2,103.85,1.28
Starbucks,2,103.82,01.03
Starbucks,2,103.86,1.29
Starbucks,2,103.89,1.32
Starbucks,2,103.84,01.03
Starbucks,2,103.96,1.33
Starbucks,2,103.77,1.31
Starbucks,2,103.86,01.03
Starbucks,2,103.86,1.29
Starbucks,2,103.79,1.31
Starbucks,2,103.85,1.33
Starbucks,2,103.84,01.03
Starbucks,2,103.85,1.28
Starbucks,2,103.84,01.03
Starbucks,2,103.85,1.29
Starbucks,2,103.85,1.29
Starbucks,2,103.76,1.31
Starbucks,2,103.78,1.29
Starbucks,2,103.86,01.03
Starbucks,2,103.84,1.32
Starbucks,2,103.86,01.03
Starbucks,2,103.85,1.29
Starbucks,2,103.84,01.03
Starbucks,2,103.85,1.28
Starbucks,2,103.83,1.29
Starbucks,2,103.84,1.28
Starbucks,2,103.86,01.03
Starbucks,2,103.83,1.31
Starbucks,2,103.84,1.32
Starbucks,2,103.85,1.28
Starbucks,2,103.86,01.03
Starbucks,2,103.85,1.29
Starbucks,2,103.84,1.32
Starbucks,2,103.85,1.28
Starbucks,2,103.82,1.26
Starbucks,2,103.8,1.27
Starbucks,2,103.86,1.28
Starbucks,2,103.85,1.28
Starbucks,2,103.85,01.03
Starbucks,2,103.85,1.28
Starbucks,2,103.89,1.37
Starbucks,2,103.84,1.27
Starbucks,2,103.79,1.31
Starbucks,2,103.85,01.03
Starbucks,2,103.82,1.25
Starbucks,2,103.85,01.03
Starbucks,2,103.85,1.29
Starbucks,2,103.83,01.03
Starbucks,2,103.78,1.29
Starbucks,2,103.85,1.29
Starbucks,2,103.74,1.33
Starbucks,2,103.85,1.28
Starbucks,2,103.85,01.03
Starbucks,2,103.84,1.27
Starbucks,2,103.85,1.35
Starbucks,2,103.79,01.03
Starbucks,2,103.86,1.29
Starbucks,2,103.85,1.28
Starbucks,2,103.84,01.03
Starbucks,2,103.85,1.28
Starbucks,2,103.86,01.03
Starbucks,2,103.99,1.36
Starbucks,2,103.87,1.35
Starbucks,2,103.86,1.31
Starbucks,2,103.93,1.31
Starbucks,2,103.84,01.03
Starbucks,2,103.88,1.39
Starbucks,2,103.85,1.28
Starbucks,2,103.94,1.35
Starbucks,2,103.91,01.03
Starbucks,2,103.95,1.34
Starbucks,2,103.9,1.39
Starbucks,2,103.99,1.35
Starbucks,2,103.99,1.36
Starbucks,2,103.78,1.33
Starbucks,2,103.79,1.44
Starbucks,2,103.84,1.43
Starbucks,2,103.79,1.44
Starbucks,2,103.83,1.35
Starbucks,2,103.82,1.45
Starbucks,2,103.94,1.35
Starbucks,2,103.93,1.32
Starbucks,2,103.95,1.34
Starbucks,2,103.93,1.33
Starbucks,2,103.84,01.03
Starbucks,2,103.94,1.35
Starbucks,2,103.88,01.03
Starbucks,2,103.87,01.03
Starbucks,2,103.95,1.37
Starbucks,2,103.99,1.36
Starbucks,2,103.96,1.38
Starbucks,2,103.85,1.29
Starbucks,2,103.99,1.36
Starbucks,2,103.99,1.36
Starbucks,2,103.91,01.03
Starbucks,2,103.81,1.26
Starbucks,2,103.82,1.26
Starbucks,2,103.79,01.03
Starbucks,2,103.8,1.29
Starbucks,2,103.79,1.29
Starbucks,2,103.82,1.26
Starbucks,2,103.77,01.03
Starbucks,2,103.71,1.34
Starbucks,2,103.74,1.33
Starbucks,2,103.68,1.35
Starbucks,2,103.76,1.38
Starbucks,2,103.74,1.34
Starbucks,2,103.81,1.32
Starbucks,2,103.71,1.27
Starbucks,2,103.74,1.38
Starbucks,2,103.78,1.31
Starbucks,2,103.77,01.03
Starbucks,2,103.8,1.27
Starbucks,2,103.83,1.29
Starbucks,2,103.8,1.31
Starbucks,2,103.82,1.26
Starbucks,1,17.12,48.14
Starbucks,1,17.18,48.16
Starbucks,1,17.11,48.13
Starbucks,1,-89.25,13.68
Starbucks,1,-89.25,13.68
Starbucks,1,-89.26,13.67
Starbucks,1,-89.56,13.98
Starbucks,1,-89.24,13.07
Starbucks,1,-89.18,13.71
Starbucks,1,-89.23,13.68
Starbucks,1,-89.21,13.07
Starbucks,1,-89.15,13.07
Starbucks,1,-89.23,13.07
Starbucks,1,-89.24,13.71
Starbucks,2,100.41,13.71
Starbucks,2,100.62,13.08
Starbucks,2,100.64,13.77
Starbucks,2,100.61,13.77
Starbucks,2,100.64,13.77
Starbucks,2,100.64,13.77
Starbucks,2,100.61,13.75
Starbucks,2,100.54,13.86
Starbucks,2,100.6,13.87
Starbucks,2,100.51,13.71
Starbucks,2,100.44,13.66
Starbucks,2,100.55,13.75
Starbucks,2,100.52,13.74
Starbucks,2,100.6,13.74
Starbucks,2,100.63,13.86
Starbucks,2,100.57,13.72
Starbucks,2,100.52,13.72
Starbucks,2,100.5,13.69
Starbucks,2,100.61,13.86
Starbucks,2,100.51,13.74
Starbucks,2,100.54,13.73
Starbucks,2,100.61,13.08
Starbucks,2,100.57,13.75
Starbucks,2,100.65,13.65
Starbucks,2,100.47,13.76
Starbucks,2,100.73,13.72
Starbucks,2,100.52,13.71
Starbucks,2,100.63,13.83
Starbucks,2,100.41,13.69
Starbucks,2,100.53,13.75
Starbucks,2,100.64,13.67
Starbucks,2,100.56,13.73
Starbucks,2,100.38,13.71
Starbucks,2,100.65,13.86
Starbucks,2,100.54,13.75
Starbucks,2,100.53,13.09
Starbucks,2,100.53,13.75
Starbucks,2,100.57,13.84
Starbucks,2,100.57,13.73
Starbucks,2,100.57,13.73
Starbucks,2,100.41,13.77
Starbucks,2,100.63,13.79
Starbucks,2,100.59,13.82
Starbucks,2,100.56,13.81
Starbucks,2,100.53,13.73
Starbucks,2,100.55,13.74
Starbucks,2,100.63,13.67
Starbucks,2,100.55,13.74
Starbucks,2,100.57,13.73
Starbucks,2,100.64,13.77
Starbucks,2,100.49,13.71
Starbucks,2,100.61,13.08
Starbucks,2,100.54,13.77
Starbucks,2,100.53,13.72
Starbucks,2,100.57,13.76
Starbucks,2,100.69,13.81
Starbucks,2,100.67,13.77
Starbucks,2,100.57,13.75
Starbucks,2,100.45,13.67
Starbucks,2,100.57,13.77
Starbucks,2,100.53,13.75
Starbucks,2,100.54,13.74
Starbucks,2,100.55,13.74
Starbucks,2,100.5,13.74
Starbucks,2,100.51,13.74
Starbucks,2,100.44,13.76
Starbucks,2,100.56,13.76
Starbucks,2,100.57,13.72
Starbucks,2,100.57,13.73
Starbucks,2,100.54,13.75
Starbucks,2,100.5,13.75
Starbucks,2,100.46,13.72
Starbucks,2,100.56,13.74
Starbucks,2,100.54,13.75
Starbucks,2,100.66,13.83
Starbucks,2,100.45,13.71
Starbucks,2,100.62,13.08
Starbucks,2,100.65,13.69
Starbucks,2,100.68,13.83
Starbucks,2,100.54,13.81
Starbucks,2,100.53,13.74
Starbucks,2,100.8,13.76
Starbucks,2,100.53,13.84
Starbucks,2,100.48,13.78
Starbucks,2,100.49,13.76
Starbucks,2,100.48,13.78
Starbucks,2,100.53,13.73
Starbucks,2,100.63,13.67
Starbucks,2,100.53,13.73
Starbucks,2,100.53,13.73
Starbucks,2,100.53,13.73
Starbucks,2,100.52,13.72
Starbucks,2,100.53,13.73
Starbucks,2,100.52,13.72
Starbucks,2,100.54,13.73
Starbucks,2,100.56,13.82
Starbucks,2,100.56,13.82
Starbucks,2,100.57,13.83
Starbucks,2,100.57,13.83
Starbucks,2,100.47,13.68
Starbucks,2,100.6,13.92
Starbucks,2,100.6,13.92
Starbucks,2,100.52,13.79
Starbucks,2,100.59,13.74
Starbucks,2,100.57,13.76
Starbucks,2,100.57,13.75
Starbucks,2,100.57,13.79
Starbucks,2,100.57,13.77
Starbucks,2,100.57,13.76
Starbucks,2,100.58,13.75
Starbucks,2,100.68,13.83
Starbucks,2,100.68,13.82
Starbucks,2,100.55,13.74
Starbucks,2,100.56,13.74
Starbucks,2,100.57,13.74
Starbucks,2,100.65,13.81
Starbucks,2,100.51,13.72
Starbucks,2,100.55,13.74
Starbucks,2,100.57,13.73
Starbucks,2,100.56,13.74
Starbucks,2,100.57,13.73
Starbucks,2,100.58,13.72
Starbucks,2,100.57,13.72
Starbucks,2,100.56,13.72
Starbucks,2,100.61,13.83
Starbucks,2,100.62,13.81
Starbucks,2,100.54,13.91
Starbucks,2,100.55,13.91
Starbucks,2,100.54,13.75
Starbucks,2,100.53,13.73
Starbucks,2,100.53,13.75
Starbucks,2,100.54,13.75
Starbucks,2,100.53,13.74
Starbucks,2,100.54,13.74
Starbucks,2,100.53,13.75
Starbucks,2,100.54,13.74
Starbucks,2,100.53,13.75
Starbucks,2,100.53,13.75
Starbucks,2,100.55,13.74
Starbucks,2,100.53,13.74
Starbucks,2,100.54,13.75
Starbucks,2,100.54,13.75
Starbucks,2,100.55,13.74
Starbucks,2,100.54,13.74
Starbucks,2,100.54,13.75
Starbucks,2,100.43,13.71
Starbucks,2,100.54,13.75
Starbucks,2,100.54,13.78
Starbucks,2,100.49,13.75
Starbucks,2,100.51,13.75
Starbucks,2,100.61,13.69
Starbucks,2,100.5,13.76
Starbucks,2,100.65,13.69
Starbucks,2,100.65,13.69
Starbucks,2,100.53,13.76
Starbucks,2,100.53,13.77
Starbucks,2,100.54,13.75
Starbucks,2,100.62,13.94
Starbucks,2,100.67,13.78
Starbucks,2,100.95,14.54
Starbucks,2,100.54,13.73
Starbucks,2,100.53,13.72
Starbucks,2,100.53,13.72
Starbucks,2,100.53,13.72
Starbucks,2,100.63,13.74
Starbucks,2,100.64,13.75
Starbucks,2,100.44,13.77
Starbucks,2,100.48,13.71
Starbucks,2,100.6,13.77
Starbucks,2,100.58,13.75
Starbucks,2,100.58,13.75
Starbucks,2,100.56,13.74
Starbucks,2,100.58,13.73
Starbucks,2,100.58,13.73
Starbucks,2,100.55,13.75
Starbucks,2,100.56,13.74
Starbucks,2,100.56,13.74
Starbucks,2,100.55,13.74
Starbucks,2,100.58,13.73
Starbucks,2,100.55,13.75
Starbucks,2,100.57,13.74
Starbucks,2,100.58,13.73
Starbucks,2,100.59,13.73
Starbucks,2,100.54,13.67
Starbucks,2,100.54,13.07
Starbucks,2,100.54,13.07
Starbucks,2,100.68,13.65
Starbucks,2,100.63,13.64
Starbucks,2,100.75,13.69
Starbucks,2,100.75,13.69
Starbucks,2,100.62,13.62
Starbucks,2,100.66,13.66
Starbucks,2,100.71,13.63
Starbucks,2,100.61,13.58
Starbucks,2,100.45,13.82
Starbucks,2,100.56,13.89
Starbucks,2,100.5,13.87
Starbucks,2,100.41,13.88
Starbucks,2,100.41,13.88
Starbucks,2,100.55,13.94
Starbucks,2,100.45,13.81
Starbucks,2,100.47,13.92
Starbucks,2,100.55,13.91
Starbucks,2,100.55,13.88
Starbucks,2,100.53,13.89
Starbucks,2,100.62,13.99
Starbucks,2,100.62,14.11
Starbucks,2,100.59,13.96
Starbucks,2,100.6,14.07
Starbucks,2,100.62,13.99
Starbucks,2,100.73,14.24
Starbucks,2,100.64,14.19
Starbucks,2,100.61,14.34
Starbucks,2,100.69,14.78
Starbucks,2,100.88,12.93
Starbucks,2,100.89,12.95
Starbucks,2,100.89,12.94
Starbucks,2,100.93,13.18
Starbucks,2,100.9,12.93
Starbucks,2,100.93,13.29
Starbucks,2,100.97,13.34
Starbucks,2,100.92,13.08
Starbucks,2,100.93,13.17
Starbucks,2,101.25,12.68
Starbucks,2,101.27,12.07
Starbucks,2,101.01,13.54
Starbucks,2,101.01,13.54
Starbucks,2,101.01,13.54
Starbucks,2,101.05,13.67
Starbucks,2,101.01,13.54
Starbucks,2,102.08,14.98
Starbucks,2,102.09,14.98
Starbucks,2,101.39,14.66
Starbucks,2,103.07,14.97
Starbucks,2,103.53,14.88
Starbucks,2,104.82,15.24
Starbucks,2,104.85,15.26
Starbucks,2,102.82,16.41
Starbucks,2,102.83,16.43
Starbucks,2,102.83,16.43
Starbucks,2,102.79,17.41
Starbucks,2,102.8,17.04
Starbucks,2,102.8,17.41
Starbucks,2,102.74,17.87
Starbucks,2,103.28,16.02
Starbucks,2,103.62,16.06
Starbucks,2,99.02,18.08
Starbucks,2,98.97,18.08
Starbucks,2,98.98,18.79
Starbucks,2,98.97,18.77
Starbucks,2,98.93,18.07
Starbucks,2,99,18.78
Starbucks,2,98.97,18.08
Starbucks,2,98.99,18.79
Starbucks,2,98.98,18.77
Starbucks,2,98.98,18.08
Starbucks,2,99.49,18.28
Starbucks,2,99.83,19.89
Starbucks,2,100.12,15.69
Starbucks,2,100.23,16.84
Starbucks,2,99.81,13.53
Starbucks,2,100.28,13.79
Starbucks,2,100.18,13.77
Starbucks,2,100.29,13.57
Starbucks,2,99.96,12.56
Starbucks,2,99.96,12.57
Starbucks,2,99.96,12.55
Starbucks,2,99.97,8.38
Starbucks,2,98.82,08.03
Starbucks,2,98.3,7.89
Starbucks,2,98.3,7.89
Starbucks,2,98.3,7.89
Starbucks,2,98.3,07.09
Starbucks,2,98.29,7.89
Starbucks,2,98.37,7.89
Starbucks,2,98.3,7.83
Starbucks,2,98.31,08.01
Starbucks,2,98.37,07.09
Starbucks,2,98.34,7.83
Starbucks,2,98.29,7.89
Starbucks,2,100.04,9.54
Starbucks,2,99.3,09.11
Starbucks,2,100.06,9.53
Starbucks,2,100.47,7
Starbucks,2,100.48,6.99
Starbucks,2,100.88,12.92
Starbucks,2,100.88,12.93
Starbucks,2,100.88,12.93
Starbucks,2,100.88,12.93
Starbucks,1,35.24,37.02
Starbucks,1,35.32,37
Starbucks,1,35.44,37
Starbucks,1,35.3,37.05
Starbucks,1,35.3,37.05
Starbucks,1,35.36,37.06
Starbucks,1,35.34,36.99
Starbucks,1,35.32,37
Starbucks,1,30.44,38.82
Starbucks,1,30.46,38.79
Starbucks,1,32.85,39.92
Starbucks,1,32.76,39.88
Starbucks,1,32.83,39.92
Starbucks,1,32.76,39.9
Starbucks,1,32.81,39.89
Starbucks,1,32.82,40.02
Starbucks,1,32.76,39.95
Starbucks,1,32.75,39.87
Starbucks,1,32.86,39.88
Starbucks,1,32.86,39.87
Starbucks,1,32.65,39.88
Starbucks,1,32.87,39.9
Starbucks,1,32.78,39.91
Starbucks,1,32.89,39.93
Starbucks,1,32.77,39.89
Starbucks,1,32.63,39.96
Starbucks,1,32.86,39.92
Starbucks,1,32.83,39.95
Starbucks,1,32.76,39.96
Starbucks,1,32.72,39.97
Starbucks,1,32.81,39.91
Starbucks,1,32.63,39.97
Starbucks,1,32.96,40.08
